GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
700062,SOGOD CEBU TM,"Seamount park 1, Damolog Cebu Philippines",SUBSIDIARIES,Test Market,VISAYAS,CENTRAL VISAYAS,,Cluster 4,No E-mail Account,Store
106052,"SOGOD, TACLOBAN","Sogod, Leyte",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,SOGOD,Cluster 4,store.106052@goldilocks.com,Store
529,SOUTH CENTRAL SQUARE,"South Central Square (Robinson) Lawaan  111 Talisay City, Cebu 6045",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,"TALISAY, CITY OF",Cluster 4,No E-mail Account,Store
107142,SOUTH SEAS,"Southseas Mall, Don Rufino Alonzo St., Cotabato City",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,COTABATO CITY,Cluster 4,store.107142@goldilocks.com,Store
120094,SOUTH STATION NEW,"UG1- 110 Yellow 1 Building  South Station Alabang, Muntinlupa City",FRANCHISE,Cart,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 1,store.120094@goldilocks.com,Store
101061,SOUTH SUPERMARKET,"South Supermarket Bulihan Malolos, Bulacan",FRANCHISE,Cart,LUZON,CENTRAL LUZON,MALOLOS,Cluster 2,store.101061@goldilocks.com,Store
609,SOUTH TOWN CENTER,"Ground Flr. South Town Center, Tabunok City of Talisay, Cebu 6045",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,"TALISAY, CITY OF",Cluster 4,store.609@goldilocks.com,Store
600208,SOUTHGATE,"Alphaland Southgate Mall, Edsa cor Chino Roces Ave. Ext. Brgy. Magallanes, Mkt.",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600208@goldilocks.com,Store
600370,SOUTHWOODS,"G/F A33b Southwoods mall, Southwoods ave., Southwoods City Binan Laguna",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,BIÃ‘AN,Cluster 3,store.600370@goldilocks.com,Store
600408,SSG STA. ANA,"G/F SSG Supermarket, 2420 P. Gil Sta. Ana, Manila",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600408@goldilocks.com,Store
109027,STA CRUZ LUBAO,"Crown bldg., JP Rizal st., Sta. Cruz Lubao Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,LUBAO,Cluster 2,store.109027@goldilocks.com,Store
700074,STA RITA GUIGUINTO BULACAN TM,"Mc Arthur Highway, Sta. Rita Guiguinto Bulacan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,,Cluster 2,No E-mail Account,Store
109035,STA. ANA PAMPANGA TM,Poblacion Sta. Ana Pampanga,FRANCHISE,Test Market,LUZON,CENTRAL LUZON,SANTA ANA,Cluster 2,store.109035@goldilocks.com,Store
106034,"STA. CRUZ, LAGUNA","P. Guevarra St. Brgy., III Sta. Cruz, Laguna",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,SANTA CRUZ,Cluster 3,store.106034@goldilocks.com,Store
600380,"STA. MARIA BAYAN, BULACAN","C De Jesus Street, Poblacion Sta. Maria Bulacan",COMPANY OWNED,Kiosk,LUZON,CENTRAL LUZON,SANTA MARIA,Cluster 2,store.600380@goldilocks.com,Store
109036,STA. RITA PAMPANGA,"San Vicente, Sta. Rita, Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.109036@goldilocks.com,Store
600248,STA. ROSA BAYAN,"Rizal Boulevard, Corner Lucero Street, Barangay Malusak, Sta.Rosa City, Laguna",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600248@goldilocks.com,Store
115055,STA. ROSA NUEVA ECIJA,"Maharlika Highway Cojuanco, Sta.Rosa Nueva Ecija",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,SANTA ROSA,Cluster 2,store.115055@goldilocks.com,Store
600148,STARMALL,# 104 G/F Starmall Mand. Shaw Blvd. Cor. Edsa Mand.  City,COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600148@goldilocks.com,Store
120088,STARMALL ALABANG,"Fourth Level, Starmall Alabang South Superhighway, Alabang, Muntinlupa",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 1,store.120088@goldilocks.com,Store
600232,STARMALL SJDM,"G/F Starmall San Jose Del Monte City, Bulacan",COMPANY OWNED,Bakeshop,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.600232@goldilocks.com,Store
101151,STO. NINO MALOLOS BULACAN,"Sto. Nino, Malolos Bulacan",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MALOLOS,Cluster 2,store.101151@goldilocks.com,Store
107105,STO. NIÅƒO K,El Caminost. Brgy Parez Sto. NiÅ„o Meycauayan City,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MEYCAUAYAN,Cluster 2,store.107105@goldilocks.com,Store
119714,STO. TOMAS - SU,"Romano Trade Center, Fd. Rd.2, Tibal-og, Sto. Tomas, Davao del Norte",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,SANTO TOMAS,Cluster 4,store.119714@goldilocks.com,Store
102097,STOP & SHOP,"# 4304 Old Sta. Mesa St. cor. Ramon Magsaysay Blvd.,Mla.",FRANCHISE,Cart,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.102097@goldilocks.com,Store
600394,SUPER 8 ORTIGAS,"Super 8 Grocery Warehouse Ortigas Extension Branch, 8005 GP Ortigas Ave., Brgy. Sta. Lucia, Rosario Pasig City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.600394@goldilocks.com,Store
115136,SUPER METRO LAPU-LAPU,"Super Metro M L Quezon St., Pajo Lapu Lapu City",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,LAPU LAPU CITY,Cluster 4,store.115136@goldilocks.com,Store
107143,SUPER RAMA,Superama Hypermarket Sinsuat Ave. Corner Sebastian St. RH10 Cotabato City,FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,COTABATO CITY,Cluster 4,store.107143@goldilocks.com,Store
600342,SUPERMARKET AURA PREMIER,"26th St., Cor. Mckinley Parkway, Bonifacio Global City, Taguig City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600342@goldilocks.com,Store
600422,SUPERMARKET BACOOR,"Sm City Supermarket Bacoor, Aguinaldo Highway, Habay II, Bacoor Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BACOOR,Cluster 3,store.600422@goldilocks.com,Store
600334,SUPERMARKET BATANGAS,"Pastor Village, Brgy. Pallocan Kanluran, Batangas City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600334@goldilocks.com,Store
600426,SUPERMARKET CALAMBA,"Sm Supermarket, SM City Calamba, National Road, Brgy., Real Calamba City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CALAMBA,Cluster 3,store.600426@goldilocks.com,Store
102166,SUPERMARKET CAUAYAN,"Maharlika Highway, Brgy. District II 3305, Cauayan Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"CAUAYAN, CITY OF",Cluster 2,store.102166@goldilocks.com,Store
600347,SUPERMARKET CHERRY ANTIPOLO,"SM Supermarket Cherry Antipolo, Cherry Foodarama, Marcos highway Antipolo City, Antipolo",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600347@goldilocks.com,Store
600335,SUPERMARKET DASMARINAS,"Governors drive corner Aguinaldo highway Sampaloc 1 Dasmarinas City, Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.600335@goldilocks.com,Store
600383,SUPERMARKET KEPPEL PODIUM,"SM Supermarket the KMKL Podium ADB ave., corner J. Vargas ave. Ortigas center brgy. Wack Wack Mandaluyong City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600383@goldilocks.com,Store
119773,SUPERMARKET LEGASPI - SU,"SM City Legaspi, Imelda Roces Ave, Zone 9, Brgy.37-Bitano (Pob), Legaspi City",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,LEGAZPI CITY,Cluster 3,store.119773@goldilocks.com,Store
119793,SUPERMARKET LIPA - SU,"SM Supermarket Lipa, SM City Lipa, JP Laurel Lipa City",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,LIPA CITY,Cluster 3,store.119793@goldilocks.com,Store
600444,SUPERMARKET MAAX,"Sm Supermarket Mall of Asia Arena Annex Bldg., Coral Way corner JW Diokno Blvd., Mall of Asia Complex, Brgy. 76 Zone 10 Pasay City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.600444@goldilocks.com,Store
600412,SUPERMARKET MEGA B,"Sm Megamall Epifanio de los Santos Ave, Ortigas center, Mandaluyong Metro Manila",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600412@goldilocks.com,Store
600333,SUPERMARKET MEGAMALL A,"Bldg. A Edsa Cor. DoÅ„a Julia Vargas Ave., Ortigas Center Wack Wack Greenhills, Mandaluyong City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600333@goldilocks.com,Store
114033,SUPERMARKET NOVALICHES,"Quirino Highway, Brgy. San Bartolome, Novaliches, Quezon City",FRANCHISE,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.114033@goldilocks.com,Store
119706,SUPERMARKET OLONGAPO,"Sm Supermarket Sm City Olongapo, Magsaysay Drive cor. Gordon Ave., Pagasa Olongapo City",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,OLONGAPO CITY,Cluster 2,store.119706@goldilocks.com,Store
115106,SUPERMARKET PAMPANGA,"Olongapo-Gapan Road Lagundi, Mexico, Pampanga and San Jose Road, San Fernando Pampanga",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.115106@goldilocks.com,Store
110158,SUPERMARKET S-MALL IMUS,"SM Supermarket S-mall Imus N.I.A rd., brgy Alapan 1-C Imus City Cavite",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.110158@goldilocks.com,Store
600341,SUPERMARKET SAN LAZARO,"SM Supermarket San Lazaro, Yuseco St., Sta.Cruz, Manila",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600341@goldilocks.com,Store
119799,SUPERMARKET SAN PABLO - SU,"Maharlika Highway, Riverina Residential and Commercial Estates San Rafael, San Pablo City, Laguna",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,SAN PABLO CITY,Cluster 3,store.119799@goldilocks.com,Store
115091,SUPERMARKET TARLAC,"Mac Arthur Highway, Brgy. San Roque, Tarlac City",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,"TARLAC, CITY OF",Cluster 2,store.115091@goldilocks.com,Store
600397,SUPERMARKET TELABASTAGAN,SM Supermarket SM City Telabastagan Mc Arthur highway Telabastagan City of San Fernando Pampanga,COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.600397@goldilocks.com,Store
116273,SURIGAO,"3881 Narciso Street, Brgy. Washington, Surigao City, Surigao del Norte",FRANCHISE,Bakeshop,MINDANAO,NORTHERN MINDANAO,SURIGAO CITY,Cluster 4,store.116273@goldilocks.com,Store
700066,TABANG GUIGUINTO BULACAN TM,"North Centrum Bldg. Sta. Cruz, Guiguinto Bulacan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,,Cluster 2,No E-mail Account,Store
103201,TACLOBAN AIRPORT TM,"Airport Road, Tacloban City, 6500 Leyte",FRANCHISE,Test Market,VISAYAS,EASTERN VISAYAS,TACLOBAN CITY,Cluster 4,No E-mail Account,Store
103165,TACLOBAN SAVEMORE (rep for SM Tacloban),"unit 203, Savemore Tacloban Justice Romualdez st., Tacloban City Leyte 6500",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,TACLOBAN CITY,Cluster 4,store.103165@goldilocks.com,Store
103124,TACLOBAN ZAMORA,"P. Zamora Street, Tacloban Leyte",FRANCHISE,Bakeshop,VISAYAS,EASTERN VISAYAS,TACLOBAN CITY,Cluster 4,store.103124@goldilocks.com,Store
600271,TAGAPO STA. ROSA BAYAN,"no. 6 la Brea bldg., Tagapo Sta. Rosa Laguna",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600271@goldilocks.com,Store
600217,TAGAYTAY,"Olivarez Plaza, E. Aguinaldo Highway, Tagaytay City",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,TAGAYTAY CITY,Cluster 3,store.600217@goldilocks.com,Store
115122,TAGBILARAN CITY SQUARE,Ground Floor Tagbilaran City Square CPG Avenue Tagbilaran City Bohol,SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,TAGBILARAN CITY,Cluster 4,store.115122@goldilocks.com,Store
119753,TAGOLOAN - SU,"741 National Highway, Poblacion Tagoloan, Misamis Oriental",SUBSIDIARIES,Test Market,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119753@goldilocks.com,Store
VTST27,TAGUDIN ILOCOS TM,"INFRONT OF YELLOW MARKET, TAGUDIN, ILOCOS SUR",SUBSIDIARIES,Test Market,LUZON,NORTHERN LUZON,,Cluster 2,No E-mail Account,Store
600184,TAGUIG POBLACION,"General Luna Street Brgy. Tuktukan Taguig, M.M",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.600184@goldilocks.com,Store
119708,TAGUM OSMENA - SU,"Unit 2, 1st Floor, Yamas Bldg., Rizal Street corner OsmeÅ„a St., Tagum City, 8100, Davao del Norte",SUBSIDIARIES,Bakeshop,MINDANAO,SOUTHERN MINDANAO,"TAGUM, CITY OF",Cluster 4,store.119708@goldilocks.com,Store
115045,"TALAVERA, NUEVA ECIJIA","Maharlika Highway, Brgy Marcos, Talavera Nueva Ecija",SUBSIDIARIES,Kiosk,LUZON,CENTRAL LUZON,TALAVERA,Cluster 2,store.115045@goldilocks.com,Store
115130,TALIBON ,Stall No. 16 New Market Talibon Bohol,SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,TALIBON CITY,Cluster 4,store.115130@goldilocks.com,Store
126006,TALIPAPA BAESA,"Harmonic seven Inc., Tandang Sora ext., Quirino highway Talipapa, Baesa QC",FRANCHISE,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.126006@goldilocks.com,Store
600090,"TALON, LAS PIÅƒAS","# 404  Alabang-Zapote  Road Talon,  Las PiÅ„as",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"LAS PIÅƒAS, CITY OF",Cluster 1,store.600090@goldilocks.com,Store
105036,TANAUAN,"A. Mabini Ave., Tanauan, Batangas",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,"TANAUAN, CITY OF",Cluster 3,store.105036@goldilocks.com,Store
600199,TANAY TOWN CENTER,"109 Tanay Town Center FT Catapusan Str. Corner Sampaloc Road, Plaza Aldea, Tanay Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,TANAY,Cluster 3,store.600199@goldilocks.com,Store
TEST44,TANDANG SORA TM,(blank),FRANCHISE,Test Market,LUZON,MEGA NORTH,,Cluster 1,No E-mail Account,Store
102139,TANGOS NAVOTAS,"26F Pascual st., Tangos District I Navotas City 1489",FRANCHISE,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.102139@goldilocks.com,Store
104069,TANJAY NEGROS ORIENTAL,"Tanjay Proper, Negros Oriental",FRANCHISE,Cart,VISAYAS,CENTRAL VISAYAS,TOLEDO CITY,Cluster 4,No E-mail Account,Store
600137,TANZA CAVITE,"368 Tanza - Trece Martires Road, Brgy Mulawin, Tanza, Cavite",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,TANZA,Cluster 3,store.600137@goldilocks.com,Store
600053,"TARGETMALL,K",Stall#5 Beside Heniin (Supermarket) Target Mall Sta. Rosa Comm,COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600053@goldilocks.com,Store
103001,TARLAC,"San Roque, Mc Arthur Hi-way, Tarlac City",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,"TARLAC, CITY OF",Cluster 2,store.103001@goldilocks.com,Store
600431,TATALA BINANGONAN,"Manila East Road, Brgy., Batingan, Binangonan Rizal",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,BINANGONAN,Cluster 3,store.600431@goldilocks.com,Store
119784,TAYABAS QUEZON - SU,"56 gen. Luna st., cor. JP Rizal Angeles Tayabas Quezon 4327",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,TAYABAS,Cluster 3,store.119784@goldilocks.com,Store
600322,TAYTAY UPTOWN,"G/F Marc square commercial bldg., Rizal avenue, brgy San Juan Taytay Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,TAYTAY,Cluster 3,store.600322@goldilocks.com,Store
600239,"TERESA,RIZAL","RCF Building, ML Quezon Ave., Brgy San Gabriel, Teresa Rizal",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,TERESA,Cluster 3,store.600239@goldilocks.com,Store
110149,THE DISTRICT DASMARINAS (ARVO),"The District, Barangay Salwag, DasmariÅ„as City, Cavite 4114",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.110149@goldilocks.com,Store
114032,TIAONG QUEZON,"Poblacion, Tiaong Quezon",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,TIAONG,Cluster 3,store.114032@goldilocks.com,Store
119728,TIBUNGCO - SU,G/F (TBC-GFK-16) GAISANO GRAND MALL TIBUNGCO PUROK 5 BRGY. TIBUNGCO BUNAWAN DAVAO CITY,SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119728@goldilocks.com,Store
102135,TIONG SAN LA TRINIDAD,"Ground Floor, Tion San Mall, La Trinidad, Benguet",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,LA TRINIDAD,Cluster 2,store.102135@goldilocks.com,Store
524,TOLEDO KATIPUNAN,"Stall #3 Nicasio Bldg., Katipunan St. Toledo City, Cebu 6038",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,TOLEDO CITY,Cluster 4,No E-mail Account,Store
113195,TONDO,"# 1101 Soliman St. , Tondo , Manila",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.113195@goldilocks.com,Store
119717,TORIL  - SU,"AT Building ., Agton St. Toril Davao City",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119717@goldilocks.com,Store
TM0050,TRENTO AGUSAN DEL SUR TM,"Centrla Warehouse Trento, Trento Agusan Del Sur",FRANCHISE,Test Market,MINDANAO,SOUTHERN MINDANAO,TRENTO,Cluster 4,No E-mail Account,Store
600348,TRINOMA KIOSK LEVEL 1,"space 1074 level 1 Trinoma EDSA cor. North ave., QC",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600348@goldilocks.com,Store
119758,TUBOD - SU,"Unit 1, A & A Bldg., Purok 6A, Poblacion, Tubod, Lanao Del Norte",SUBSIDIARIES,Kiosk,MINDANAO,NORTHERN MINDANAO,TUBOD,Cluster 4,store.119758@goldilocks.com,Store
101161,TUBURAN NEW,"Stall No.3 Barangay 4, Tabo-Tabo Street, Tuburan Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,,Cluster 4,store.101161@goldilocks.com,Store
109044,TULAOC APALIT PAMPANGA,"AKT Commercial Stalls, Paligui, Tulaoc, Apalit Pampanga",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,APALIT,Cluster 2,store.109044@goldilocks.com,Store
103161,TUNGKONG MANGGA,Nolasco Bldg. GF A-02 Quirino Highway Brgy. Tungkong Mangga San Jose Del Monte Bulacan,FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.103161@goldilocks.com,Store
115137,UBAY,Poblacion Ubay Bohol,SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,UBAY,Cluster 4,store.115137@goldilocks.com,Store
TEST29,ULAS TEST,"Ulas Crossing, Davao City",FRANCHISE,Test Market,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,No E-mail Account,Store
110167,UNITOP DASMA,"2C Unitop Mall Governors Drive Corner Paliparan Silang Rd. Paliparan 1, DasmariÃ±as City Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.110167@goldilocks.com,Store
107021,URDANETA,"G/F CSI Warehouse Club, Mc Arthur Highway, Urdaneta., Pangasinan",FRANCHISE,Bakeshop,LUZON,NORTHERN LUZON,"URDANETA, CITY OF",Cluster 2,store.107021@goldilocks.com,Store
119741,VALENCIA HIGHWAY - SU,"Door #2 Alkuino Emporium, Sayre Highway, Valencia City",SUBSIDIARIES,Bakeshop,MINDANAO,NORTHERN MINDANAO,"VALENCIA, CITY OF",Cluster 4,store.119741@goldilocks.com,Store
117031,VALENZUELA GATEWAY COMPLEX,"Stall 11 Valenzuela Gateway Complex, PUJ Section Central Terminal",FRANCHISE,Cart,LUZON,MEGA NORTH,"VALENCIA, CITY OF",Cluster 1,store.117031@goldilocks.com,Store
600293,VALENZUELA TOWN CENTER,"G/F Valenzuela Town Center Mc Arthur Highway, Valenzuela City",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600293@goldilocks.com,Store
104033,VICTORIA PLAZA," Ground Floor, Food Court,  Victoria Plaza Mall , J.P. Laurel Avenue, Bajada, Davao City",FRANCHISE,Kiosk,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.104033@goldilocks.com,Store
102210,VICTORIAS CITY BACOLOD - SU,"Mcjade Mart, Ascolon Street, Victorias City Negros Occidental",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,VICTORIAS CITY,Cluster 4,store.102210@goldilocks.com,Store
102099,VICTORY PLAZA MALL,"G/F G-26 Victory Plaza Mall 717 Old Victory Compd, Rizal  Ave.  Caloocan City",SUBSIDIARIES,Bakeshop,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.102099@goldilocks.com,Store
119769,VILLANUEVA,"Katipunan, Villanueva, Misamis Oriental",SUBSIDIARIES,Test Market,MINDANAO,NORTHERN MINDANAO,VILLANUEVA,Cluster 4,No E-mail Account,Store
102176,VILLASIS TM,"SR Arcade, Zone 2 Poblacion Villasis, Pangasinan",SUBSIDIARIES,Test Market,LUZON,NORTHERN LUZON,"VILLASIS, CITY OF",Cluster 2,No E-mail Account,Store
105030,VISAYAS AVE,"242 Visayas Ave, Tandang Sora , Q. C.",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.105030@goldilocks.com,Store
600392,W MALL,"Ground Floor, W Mall, Diosdado Macapagal corner Coral Way Street, Pasay City",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.600392@goldilocks.com,Store
600354,WALTERMART BALAYAN,"space 019 G/F Balibago Balayan highway cor. Paz st., brgy Caloocan Balayan Batangas",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600354@goldilocks.com,Store
119812,WALTERMART BATANGAS,"WBAT 006 Barangay Calicanto, Batangas City",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.119812@goldilocks.com,Store
600245,WALTERMART BICUTAN,"G/F WM Center - Bicutan, Km 16 MaÅ„alac Ave. cor. East Svc Rd Brgy San Martin de Porres, Prq.",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600245@goldilocks.com,Store
102127,WALTERMART CARMONA,"WCRC-013, Ground Floor, Waltermart Carmona, Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,CARMONA,Cluster 3,store.102127@goldilocks.com,Store
115075,WALTERMART CONCEPCION,"Waltermart Concepcion 006, WC L. Cortez St., Brgy. Alfonso Concepcion Tarlac",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,"TARLAC, CITY OF",Cluster 2,store.115075@goldilocks.com,Store
110155,WALTERMART DASMARIÅƒAS 2,"G/F NDMC 012 Watlermart Brgy. Zone 1V DasmariÅ„as City, Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.110155@goldilocks.com,Store
115025,WALTERMART GAPAN,"G/F waltermart,maharlika hiway gapan nueva ecija",SUBSIDIARIES,Kiosk,LUZON,CENTRAL LUZON,GAPAN,Cluster 2,store.115025@goldilocks.com,Store
107131,WALTERMART GUIGUINTO,"G/F Waltermart, Guiguinto, Bulacan",FRANCHISE,Cart,LUZON,CENTRAL LUZON,GUIGUINTO,Cluster 2,store.107131@goldilocks.com,Store
600409,WALTERMART MAKATI,"790 A. Arnaiz Ave. corner Chino Roces Ave., Makati City",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600409@goldilocks.com,Store
600369,WALTERMART MAKILING,"location 007 WM Makiling National highway brgy., Makiling Calamba Laguna",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,CALAMBA,Cluster 3,store.600369@goldilocks.com,Store
600389,WALTERMART NASUGBU,"JP Laurel highway, Limbangan Nasugbu Batangas",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600389@goldilocks.com,Store
600375,WALTERMART NORTH EDSA KIOSK,"G/F Walternart Center - North Edsa 8001 A Edsa Veterans Village, Q.C.",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600375@goldilocks.com,Store
115080,WALTERMART PANIQUI,"Along McArthur Highway and Caburnay St., Brgy. Estacion, Paniqui, Tarlac City",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,PANIQUI,Cluster 2,store.115080@goldilocks.com,Store
107123,WALTERMART PLARIDEL,G/F Waltermart Mall Plaridel Bulacan,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,PLARIDEL,Cluster 2,store.107123@goldilocks.com,Store
101062,WALTERMART SAN FERNANDO,"Waltermart San Fernando Mc Arthur Highway, San Agustin, City of San Fernando Pampanga",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.101062@goldilocks.com,Store
